task,model,subset,mean,std,n_seeds,source
CHEMBL204_Ki,Chemprop,noncliff,0.8562964,0.0190979509434913,5,reference
CHEMBL204_Ki,Chemprop,cliff,1.063798,0.006347819783201121,5,reference
CHEMBL204_Ki,Chemprop_Mordred,overall,0.8318679999999999,0.008488456161163796,5,reference
CHEMBL204_Ki,Chemprop_Mordred,noncliff,0.7576562,0.015553260885100595,5,reference
CHEMBL204_Ki,Chemprop_Mordred,cliff,0.9327112,0.020487501325442324,5,reference
CHEMBL204_Ki,MLP_PLR_Pretrained,overall,0.8156998,0.020497702421491043,5,reference
CHEMBL204_Ki,MLP_PLR_Pretrained,noncliff,0.712126,0.02256190777394498,5,reference
CHEMBL204_Ki,MLP_PLR_Pretrained,cliff,0.9511362,0.022678346795125984,5,reference
CHEMBL204_Ki,MoLFormer,overall,0.8222832,0.013676021810453506,5,reference
CHEMBL204_Ki,MoLFormer,noncliff,0.7174814,0.013171928038066426,5,reference
CHEMBL204_Ki,MoLFormer,cliff,0.9593387999999999,0.01681256329534552,5,reference
CHEMBL204_Ki,MolCLR,overall,1.2053206,0.019584654999259005,5,reference
CHEMBL204_Ki,MolCLR,noncliff,1.1128276,0.029337842092423863,5,reference
CHEMBL204_Ki,MolCLR,cliff,1.3330096,0.00932864304387301,5,reference
CHEMBL204_Ki,PCA_MLP,overall,0.8520252,0.006800091364092073,5,reference
CHEMBL204_Ki,PCA_MLP,noncliff,0.7687634,0.010876512650661516,5,reference
CHEMBL204_Ki,PCA_MLP,cliff,0.9644134,0.007477875061807311,5,reference
CHEMBL204_Ki,PCA_MLP_Prefitted,overall,0.8523524,0.00691726496817926,5,reference
CHEMBL204_Ki,PCA_MLP_Prefitted,noncliff,0.7673247999999999,0.008361866667198172,5,reference
CHEMBL204_Ki,PCA_MLP_Prefitted,cliff,0.9668572,0.01260414957702423,5,reference
CHEMBL204_Ki,RF,overall,0.783479,0.0027264663577605095,5,reference
CHEMBL204_Ki,RF,noncliff,0.6764726,0.004682561803115895,5,reference
CHEMBL204_Ki,RF,cliff,0.922106,0.00333440183541217,5,reference
CHEMBL204_Ki,RF_Mordred,overall,0.8348098,0.005796388096047402,5,reference
CHEMBL204_Ki,RF_Mordred,noncliff,0.7335134,0.005941650632610457,5,reference
CHEMBL204_Ki,RF_Mordred,cliff,0.9681495999999999,0.009416325814244097,5,reference
CHEMBL204_Ki,RF_Morgan,overall,0.7538608,0.004942564654104203,5,reference
CHEMBL204_Ki,RF_Morgan,noncliff,0.6458868,0.005662314558552884,5,reference
CHEMBL204_Ki,RF_Morgan,cliff,0.8927684,0.0070032711671046965,5,reference
CHEMBL204_Ki,fastprop,overall,0.8159984,0.00975427733048432,5,reference
CHEMBL204_Ki,fastprop,noncliff,0.7291952,0.01022935842367447,5,reference
CHEMBL204_Ki,fastprop,cliff,0.932034,0.01636819353502396,5,reference
CHEMBL204_Ki,minimol,overall,0.7994014,0.01614981143667009,5,reference
CHEMBL204_Ki,minimol,noncliff,0.7019302,0.01886390087336128,5,reference
CHEMBL204_Ki,minimol,cliff,0.9275334,0.018517413000740706,5,reference
CHEMBL2147_Ki,CheMeleon,overall,0.5694359999999999,0.006624755633229024,5,reference
CHEMBL2147_Ki,CheMeleon,noncliff,0.5519296,0.01640168992024907,5,reference
CHEMBL2147_Ki,CheMeleon,cliff,0.5946338,0.022124895040654992,5,reference
CHEMBL2147_Ki,Chemprop,overall,0.8687066,0.015865581295370194,5,reference
CHEMBL2147_Ki,Chemprop,noncliff,0.857948,0.018087473411176034,5,reference
CHEMBL2147_Ki,Chemprop,cliff,0.884862,0.017643199052326093,5,reference
CHEMBL2147_Ki,Chemprop_Mordred,overall,0.6894074,0.017083340066860457,5,reference
CHEMBL2147_Ki,Chemprop_Mordred,noncliff,0.6822916,0.017021520056681196,5,reference
CHEMBL2147_Ki,Chemprop_Mordred,cliff,0.6998438,0.02783881489862671,5,reference
CHEMBL2147_Ki,MLP_PLR_Pretrained,overall,0.6708088,0.01804546385549566,5,reference
CHEMBL2147_Ki,MLP_PLR_Pretrained,noncliff,0.6476584,0.015193180070018282,5,reference
CHEMBL2147_Ki,MLP_PLR_Pretrained,cliff,0.7047012,0.026250435702288823,5,reference
CHEMBL2147_Ki,MoLFormer,overall,0.6682986,0.007137855773269724,5,reference
CHEMBL2147_Ki,MoLFormer,noncliff,0.5972984,0.008436960367336087,5,reference
CHEMBL2147_Ki,MoLFormer,cliff,0.7642612,0.020783870596209928,5,reference
CHEMBL2147_Ki,MolCLR,overall,1.0743968,0.020403573200790136,5,reference
CHEMBL2147_Ki,MolCLR,noncliff,1.0819592,0.034756493289168314,5,reference
CHEMBL2147_Ki,MolCLR,cliff,1.0621562,0.01820802922229643,5,reference
CHEMBL2147_Ki,PCA_MLP,overall,0.7336971999999999,0.00967841415522194,5,reference
CHEMBL2147_Ki,PCA_MLP,noncliff,0.7439588,0.01098138791592394,5,reference
CHEMBL2147_Ki,PCA_MLP,cliff,0.717646,0.008961361749198617,5,reference
CHEMBL2147_Ki,PCA_MLP_Prefitted,overall,0.7229928,0.009152535351475017,5,reference
CHEMBL2147_Ki,PCA_MLP_Prefitted,noncliff,0.7364385999999999,0.017717136987673812,5,reference
CHEMBL2147_Ki,PCA_MLP_Prefitted,cliff,0.7014090000000001,0.0190570268090277,5,reference
CHEMBL2147_Ki,RF,overall,0.6606380000000001,0.0026799129090326833,5,reference
CHEMBL2147_Ki,RF,noncliff,0.6662856,0.005058595322814437,5,reference
CHEMBL2147_Ki,RF,cliff,0.6518408,0.005115317014614022,5,reference
CHEMBL2147_Ki,RF_Mordred,overall,0.7370118,0.00556685356013608,5,reference
CHEMBL2147_Ki,RF_Mordred,noncliff,0.7685881999999999,0.00816536900329679,5,reference
CHEMBL2147_Ki,RF_Mordred,cliff,0.6856789999999999,0.0074725315389096965,5,reference
CHEMBL2147_Ki,RF_Morgan,overall,0.6684818,0.0038320256992875456,5,reference
CHEMBL2147_Ki,RF_Morgan,noncliff,0.6767142,0.009840838488665496,5,reference
CHEMBL2147_Ki,RF_Morgan,cliff,0.6555308,0.006586233685498871,5,reference
CHEMBL2147_Ki,fastprop,overall,0.6752284,0.010024132493138755,5,reference
CHEMBL2147_Ki,fastprop,noncliff,0.674768,0.013560426733698307,5,reference
CHEMBL2147_Ki,fastprop,cliff,0.6756408,0.01919525326115808,5,reference
CHEMBL2147_Ki,minimol,overall,0.6831926,0.01521319019272421,5,reference
CHEMBL2147_Ki,minimol,noncliff,0.6964894,0.014618855490085401,5,reference
CHEMBL2147_Ki,minimol,cliff,0.662171,0.01973158381884229,5,reference
CHEMBL214_Ki,CheMeleon,overall,0.6392544,0.016208364983550928,5,reference
CHEMBL214_Ki,CheMeleon,noncliff,0.5662038,0.011850619990532135,5,reference
CHEMBL214_Ki,CheMeleon,cliff,0.748081,0.0284989148284632,5,reference
CHEMBL214_Ki,Chemprop,overall,0.7145304,0.017395040886413592,5,reference
CHEMBL214_Ki,Chemprop,noncliff,0.6628780000000001,0.02178669149733386,5,reference
CHEMBL214_Ki,Chemprop,cliff,0.795377,0.013849258059549625,5,reference
CHEMBL214_Ki,Chemprop_Mordred,overall,0.7442926000000001,0.002659623251515145,5,reference
CHEMBL214_Ki,Chemprop_Mordred,noncliff,0.6666152,0.009263054904295877,5,reference
CHEMBL214_Ki,Chemprop_Mordred,cliff,0.8613874,0.013451673718909473,5,reference
CHEMBL214_Ki,MLP_PLR_Pretrained,overall,0.725131,0.012587754223847884,5,reference
CHEMBL214_Ki,MLP_PLR_Pretrained,noncliff,0.6220826,0.013385755990604351,5,reference
CHEMBL214_Ki,MLP_PLR_Pretrained,cliff,0.8742654,0.012463201524488023,5,reference
CHEMBL214_Ki,MoLFormer,overall,0.7249218,0.004090445912122565,5,reference
CHEMBL214_Ki,MoLFormer,noncliff,0.6444988,0.005481526115964429,5,reference
CHEMBL214_Ki,MoLFormer,cliff,0.845358,0.011149039635771322,5,reference
CHEMBL214_Ki,MolCLR,overall,0.9667456,0.00491078546059589,5,reference
CHEMBL214_Ki,MolCLR,noncliff,0.9330456,0.00976896986585588,5,reference
CHEMBL214_Ki,MolCLR,cliff,1.0219909999999999,0.006961422239743875,5,reference
CHEMBL214_Ki,PCA_MLP,overall,0.734892,0.01474574048327178,5,reference
CHEMBL214_Ki,PCA_MLP,noncliff,0.6497892000000001,0.019593553127495764,5,reference
CHEMBL214_Ki,PCA_MLP,cliff,0.8615662,0.013900312275628917,5,reference
CHEMBL214_Ki,PCA_MLP_Prefitted,overall,0.7398436,0.007402626523065986,5,reference
CHEMBL214_Ki,PCA_MLP_Prefitted,noncliff,0.658389,0.007743064070508547,5,reference
CHEMBL214_Ki,PCA_MLP_Prefitted,cliff,0.8619582,0.012322812818508576,5,reference
CHEMBL214_Ki,RF,overall,0.7268162,0.001413587125012114,5,reference
CHEMBL214_Ki,RF,noncliff,0.657612,0.0017075713747893642,5,reference
CHEMBL214_Ki,RF,cliff,0.8324022,0.001822223959890789,5,reference
CHEMBL214_Ki,RF_Mordred,overall,0.735835,0.0015350394131747685,5,reference
CHEMBL214_Ki,RF_Mordred,noncliff,0.6660702000000001,0.002734020438840936,5,reference
CHEMBL214_Ki,RF_Mordred,cliff,0.8423192,0.0028913771390117844,5,reference
CHEMBL214_Ki,RF_Morgan,overall,0.7037932,0.002748580681006114,5,reference
CHEMBL214_Ki,RF_Morgan,noncliff,0.6292652,0.004359240456776849,5,reference
CHEMBL214_Ki,RF_Morgan,cliff,0.8160994,0.0038024017988634376,5,reference
CHEMBL214_Ki,fastprop,overall,0.7174984,0.004410735294709954,5,reference
CHEMBL214_Ki,fastprop,noncliff,0.6291306,0.007979112898060818,5,reference
CHEMBL214_Ki,fastprop,cliff,0.8480446,0.0070976952484592066,5,reference
CHEMBL214_Ki,minimol,overall,0.6978312,0.011952870523853283,5,reference
CHEMBL214_Ki,minimol,noncliff,0.611151,0.005157864752007386,5,reference
CHEMBL214_Ki,minimol,cliff,0.8257116,0.02196436603774395,5,reference
CHEMBL218_EC50,CheMeleon,overall,0.6832356,0.009175224391806435,5,reference
CHEMBL218_EC50,CheMeleon,noncliff,0.6555723999999999,0.013907471180628057,5,reference
CHEMBL218_EC50,CheMeleon,cliff,0.7285482,0.015737468848579173,5,reference
CHEMBL218_EC50,Chemprop,overall,0.8427058,0.02226754971163194,5,reference
CHEMBL218_EC50,Chemprop,noncliff,0.8147554,0.017818829541807732,5,reference
CHEMBL218_EC50,Chemprop,cliff,0.8890818,0.03090230491985994,5,reference
CHEMBL218_EC50,Chemprop_Mordred,overall,0.7835636,0.017811860965098507,5,reference
CHEMBL218_EC50,Chemprop_Mordred,noncliff,0.7792168,0.01955080714855527,5,reference
CHEMBL218_EC50,Chemprop_Mordred,cliff,0.7907919999999999,0.02495508506096503,5,reference
CHEMBL218_EC50,MLP_PLR_Pretrained,overall,0.785551,0.024491001261687927,5,reference
CHEMBL218_EC50,MLP_PLR_Pretrained,noncliff,0.780833,0.026253881495885537,5,reference
CHEMBL218_EC50,MLP_PLR_Pretrained,cliff,0.7936264,0.022970907989019525,5,reference
CHEMBL218_EC50,MoLFormer,overall,0.8121942,0.012035853030009962,5,reference
CHEMBL218_EC50,MoLFormer,noncliff,0.791641,0.01886888476831632,5,reference
CHEMBL218_EC50,MoLFormer,cliff,0.8464676,0.013531699709940358,5,reference
CHEMBL218_EC50,MolCLR,overall,0.9913166,0.008199381844992918,5,reference
CHEMBL218_EC50,MolCLR,noncliff,0.9831428,0.010953568759084858,5,reference
CHEMBL218_EC50,MolCLR,cliff,1.005252,0.013515990588928349,5,reference
CHEMBL218_EC50,PCA_MLP,overall,0.7819728,0.016408056867283204,5,reference
CHEMBL218_EC50,PCA_MLP,noncliff,0.7720428,0.027209723786911173,5,reference
CHEMBL218_EC50,PCA_MLP,cliff,0.7984086,0.016647414749443833,5,reference
CHEMBL218_EC50,PCA_MLP_Prefitted,overall,0.764732,0.02112461505448088,5,reference
CHEMBL218_EC50,PCA_MLP_Prefitted,noncliff,0.749594,0.0278893305262066,5,reference
CHEMBL218_EC50,PCA_MLP_Prefitted,cliff,0.79007,0.016992082097259317,5,reference
CHEMBL218_EC50,RF,overall,0.6963048,0.0027347306558416417,5,reference
CHEMBL218_EC50,RF,noncliff,0.6568284,0.004071895411230535,5,reference
CHEMBL218_EC50,RF,cliff,0.759992,0.0045181315607228595,5,reference
CHEMBL218_EC50,RF_Mordred,overall,0.7503144,0.004528922370719112,5,reference
CHEMBL218_EC50,RF_Mordred,noncliff,0.7189396,0.00398665466776342,5,reference
CHEMBL218_EC50,RF_Mordred,cliff,0.8018682,0.00848414010728251,5,reference
CHEMBL218_EC50,RF_Morgan,overall,0.678679,0.0034128736864993997,5,reference
CHEMBL218_EC50,RF_Morgan,noncliff,0.6565088,0.005973993585533866,5,reference
CHEMBL218_EC50,RF_Morgan,cliff,0.7155188,0.004519153566764473,5,reference
CHEMBL218_EC50,fastprop,overall,0.7623402,0.014647528848239224,5,reference
CHEMBL218_EC50,fastprop,noncliff,0.7506914,0.023180297518366755,5,reference
CHEMBL218_EC50,fastprop,cliff,0.7817876,0.015415885204554404,5,reference
CHEMBL218_EC50,minimol,overall,0.713985,0.016007276957683992,5,reference
CHEMBL218_EC50,minimol,noncliff,0.685788,0.02467570307002417,5,reference
CHEMBL218_EC50,minimol,cliff,0.7598918,0.02312768330291646,5,reference
CHEMBL219_Ki,CheMeleon,overall,0.6864336,0.020482786954904353,5,reference
CHEMBL219_Ki,CheMeleon,noncliff,0.6473492,0.012009026711603263,5,reference
CHEMBL219_Ki,CheMeleon,cliff,0.7411626,0.04810354925616199,5,reference
CHEMBL219_Ki,Chemprop,overall,0.8380842000000001,0.013608259879940562,5,reference
CHEMBL219_Ki,Chemprop,noncliff,0.8207316,0.014978726068661522,5,reference
CHEMBL219_Ki,Chemprop,cliff,0.8637924,0.01812391721013973,5,reference
CHEMBL219_Ki,Chemprop_Mordred,overall,0.8135328000000001,0.023324058646813577,5,reference
CHEMBL219_Ki,Chemprop_Mordred,noncliff,0.7654828,0.022722741519455806,5,reference
CHEMBL219_Ki,Chemprop_Mordred,cliff,0.8816128,0.03223863208884647,5,reference
CHEMBL219_Ki,MLP_PLR_Pretrained,overall,0.7904502,0.018478236900743527,5,reference
CHEMBL219_Ki,MLP_PLR_Pretrained,noncliff,0.7404758,0.013505794229144781,5,reference
CHEMBL219_Ki,MLP_PLR_Pretrained,cliff,0.860952,0.03141039469984419,5,reference
CHEMBL219_Ki,MoLFormer,overall,0.779038,0.01795631083491262,5,reference
CHEMBL219_Ki,MoLFormer,noncliff,0.7240478,0.019107327760835652,5,reference
CHEMBL219_Ki,MoLFormer,cliff,0.8561544,0.01935693046533981,5,reference
CHEMBL219_Ki,MolCLR,overall,1.0129706,0.009434797011064899,5,reference
CHEMBL219_Ki,MolCLR,noncliff,1.008356,0.01258771240535788,5,reference
CHEMBL219_Ki,MolCLR,cliff,1.0199162,0.010276193563766668,5,reference
CHEMBL219_Ki,PCA_MLP,overall,0.8139244,0.007920160417567317,5,reference
CHEMBL219_Ki,PCA_MLP,noncliff,0.7741108,0.005475287952245051,5,reference
CHEMBL219_Ki,PCA_MLP,cliff,0.8711798,0.013364694660185833,5,reference
CHEMBL219_Ki,PCA_MLP_Prefitted,overall,0.8167624,0.011939128855992829,5,reference
CHEMBL219_Ki,PCA_MLP_Prefitted,noncliff,0.7700852,0.007518124377795301,5,reference
CHEMBL219_Ki,PCA_MLP_Prefitted,cliff,0.8832572,0.018399258272006516,5,reference
CHEMBL219_Ki,RF,overall,0.7475728,0.0020807872933099126,5,reference
CHEMBL219_Ki,RF,noncliff,0.7137894,0.003717077486413231,5,reference
CHEMBL219_Ki,RF,cliff,0.7963908000000001,0.00217198097597562,5,reference
CHEMBL219_Ki,RF_Mordred,overall,0.777135,0.004010422970211491,5,reference
CHEMBL219_Ki,RF_Mordred,noncliff,0.7528412,0.0034349122492430668,5,reference
CHEMBL219_Ki,RF_Mordred,cliff,0.8128306000000001,0.005116913077237106,5,reference
CHEMBL219_Ki,RF_Morgan,overall,0.7090216,0.00593852562847043,5,reference
CHEMBL219_Ki,RF_Morgan,noncliff,0.6756448,0.006593327457361723,5,reference
CHEMBL219_Ki,RF_Morgan,cliff,0.757147,0.005839140484694651,5,reference
CHEMBL219_Ki,fastprop,overall,0.7983384,0.017166705247076395,5,reference
CHEMBL219_Ki,fastprop,noncliff,0.7463762,0.015589411065207056,5,reference
CHEMBL219_Ki,fastprop,cliff,0.8716502,0.022653448482736597,5,reference
CHEMBL219_Ki,minimol,overall,0.7257614,0.026031751347921253,5,reference
CHEMBL219_Ki,minimol,noncliff,0.7206486,0.0324596685170998,5,reference
CHEMBL219_Ki,minimol,cliff,0.7326502,0.03674242958433753,5,reference
CHEMBL228_Ki,CheMeleon,overall,0.6611378,0.0060159549665867555,5,reference
CHEMBL228_Ki,CheMeleon,noncliff,0.6261434,0.0077481761105437095,5,reference
CHEMBL228_Ki,CheMeleon,cliff,0.7164126000000001,0.010665561243553936,5,reference
CHEMBL228_Ki,Chemprop,overall,0.8120664,0.018683332803330354,5,reference
CHEMBL228_Ki,Chemprop,noncliff,0.7740564,0.01774711891660164,5,reference
CHEMBL228_Ki,Chemprop,cliff,0.8723634,0.030072851601402887,5,reference
CHEMBL228_Ki,Chemprop_Mordred,overall,0.7672974,0.014488102299473182,5,reference
CHEMBL228_Ki,Chemprop_Mordred,noncliff,0.7455724,0.023087584556206815,5,reference
CHEMBL228_Ki,Chemprop_Mordred,cliff,0.8021534,0.024480822066262405,5,reference
CHEMBL228_Ki,MLP_PLR_Pretrained,overall,0.7566556,0.01828515615027663,5,reference
CHEMBL228_Ki,MLP_PLR_Pretrained,noncliff,0.7259528000000001,0.022080061081437265,5,reference
CHEMBL228_Ki,MLP_PLR_Pretrained,cliff,0.8057986,0.018806202025927508,5,reference
CHEMBL228_Ki,MoLFormer,overall,0.7775322,0.0202617312527829,5,reference
CHEMBL228_Ki,MoLFormer,noncliff,0.7286416,0.02154924919898604,5,reference
CHEMBL228_Ki,MoLFormer,cliff,0.8537452,0.025648148942175167,5,reference
CHEMBL228_Ki,MolCLR,overall,1.0021322,0.016555785060213882,5,reference
CHEMBL228_Ki,MolCLR,noncliff,0.9805336,0.01931642909649712,5,reference
CHEMBL228_Ki,MolCLR,cliff,1.0376288,0.014009594860666037,5,reference
CHEMBL228_Ki,PCA_MLP,overall,0.7805224000000001,0.020191336197488252,5,reference
CHEMBL228_Ki,PCA_MLP,noncliff,0.744493,0.019490014653663047,5,reference
CHEMBL228_Ki,PCA_MLP,cliff,0.8374326,0.037348522597821725,5,reference
CHEMBL228_Ki,PCA_MLP_Prefitted,overall,0.7570862,0.020754799959527434,5,reference
CHEMBL228_Ki,PCA_MLP_Prefitted,noncliff,0.7313966000000001,0.02614942610919023,5,reference
CHEMBL228_Ki,PCA_MLP_Prefitted,cliff,0.7982786,0.025848466581985093,5,reference
CHEMBL228_Ki,RF,overall,0.7202068,0.001963630657735817,5,reference
CHEMBL228_Ki,RF,noncliff,0.6914614,0.0013833095965834984,5,reference
CHEMBL228_Ki,RF,cliff,0.7664148,0.003262783560090984,5,reference
CHEMBL228_Ki,RF_Mordred,overall,0.7628156,0.0035375636022550827,5,reference
CHEMBL228_Ki,RF_Mordred,noncliff,0.7332856,0.004056868329142544,5,reference
CHEMBL228_Ki,RF_Mordred,cliff,0.8102942,0.010482482270912726,5,reference
CHEMBL228_Ki,RF_Morgan,overall,0.6927066000000001,0.003598953103334332,5,reference
CHEMBL228_Ki,RF_Morgan,noncliff,0.645731,0.005352430737524767,5,reference
CHEMBL228_Ki,RF_Morgan,cliff,0.76565,0.006989145584404428,5,reference
CHEMBL228_Ki,fastprop,overall,0.7442236,0.017031169420800202,5,reference
CHEMBL228_Ki,fastprop,noncliff,0.7100956,0.01425329200711189,5,reference
CHEMBL228_Ki,fastprop,cliff,0.798501,0.02695740158843208,5,reference
CHEMBL228_Ki,minimol,overall,0.6883388,0.012292227306717043,5,reference
CHEMBL228_Ki,minimol,noncliff,0.6546066,0.012870367494364727,5,reference
CHEMBL228_Ki,minimol,cliff,0.7418324000000001,0.017642024516477686,5,reference
CHEMBL231_Ki,CheMeleon,overall,0.6551088,0.012215510867745184,5,reference
CHEMBL231_Ki,CheMeleon,noncliff,0.5929504,0.006789192782650972,5,reference
CHEMBL231_Ki,CheMeleon,cliff,0.8177996,0.04065924556407805,5,reference
CHEMBL231_Ki,Chemprop,overall,0.8378316,0.006565223456973888,5,reference
CHEMBL231_Ki,Chemprop,noncliff,0.832518,0.016355523947584223,5,reference
CHEMBL231_Ki,Chemprop,cliff,0.8532066,0.029944045295183495,5,reference
CHEMBL231_Ki,Chemprop_Mordred,overall,0.7713584,0.0242676179679836,5,reference
CHEMBL231_Ki,Chemprop_Mordred,noncliff,0.7395539999999999,0.024797417462308454,5,reference
CHEMBL231_Ki,Chemprop_Mordred,cliff,0.8622048,0.03564496254115016,5,reference
CHEMBL231_Ki,MLP_PLR_Pretrained,overall,0.733376,0.0130077160370297,4,reference
CHEMBL231_Ki,MLP_PLR_Pretrained,noncliff,0.70198575,0.014329493786854462,4,reference
CHEMBL231_Ki,MLP_PLR_Pretrained,cliff,0.82314225,0.014009144359578169,4,reference
CHEMBL231_Ki,MoLFormer,overall,0.7860402,0.015051460133820888,5,reference
CHEMBL231_Ki,MoLFormer,noncliff,0.7438904,0.01923467026595468,5,reference
CHEMBL231_Ki,MoLFormer,cliff,0.9042552,0.0117545027525625,5,reference
CHEMBL231_Ki,MolCLR,overall,1.0016184,0.01446412806359237,5,reference
CHEMBL231_Ki,MolCLR,noncliff,1.0172362000000001,0.016850199457573194,5,reference
CHEMBL231_Ki,MolCLR,cliff,0.9514252000000001,0.011375031101495943,5,reference
CHEMBL231_Ki,PCA_MLP,overall,0.7314908,0.01617365964029168,5,reference
CHEMBL231_Ki,PCA_MLP,noncliff,0.7092984,0.019911205403992997,5,reference
CHEMBL231_Ki,PCA_MLP,cliff,0.7961884,0.01614094601440698,5,reference
CHEMBL231_Ki,PCA_MLP_Prefitted,overall,0.730836,0.006294015602141441,5,reference
CHEMBL231_Ki,PCA_MLP_Prefitted,noncliff,0.7119141999999999,0.003601166388824585,5,reference
CHEMBL231_Ki,PCA_MLP_Prefitted,cliff,0.786485,0.020644204339232846,5,reference
CHEMBL231_Ki,RF,overall,0.7366186,0.0034747503852794715,5,reference
CHEMBL231_Ki,RF,noncliff,0.7277694,0.00417514946319289,5,reference
CHEMBL231_Ki,RF,cliff,0.7634238,0.0034139629992136693,5,reference
CHEMBL231_Ki,RF_Mordred,overall,0.7261004,0.005375113193226716,5,reference
CHEMBL231_Ki,RF_Mordred,noncliff,0.7319742,0.0073156637265527815,5,reference
CHEMBL231_Ki,RF_Mordred,cliff,0.7074606,0.009290775653302585,5,reference
CHEMBL231_Ki,RF_Morgan,overall,0.7707736,0.010492343581869583,5,reference
CHEMBL231_Ki,RF_Morgan,noncliff,0.7289668,0.014427423448419335,5,reference
CHEMBL231_Ki,RF_Morgan,cliff,0.8878608,0.015208890313234542,5,reference
CHEMBL231_Ki,fastprop,overall,0.7139168,0.010305836373628297,5,reference
CHEMBL231_Ki,fastprop,noncliff,0.6896592,0.01120254509296883,5,reference
CHEMBL231_Ki,fastprop,cliff,0.784265,0.018407283938702074,5,reference
CHEMBL231_Ki,minimol,overall,0.7000106,0.015449392759587647,5,reference
CHEMBL231_Ki,minimol,noncliff,0.6552036,0.009741116129068552,5,reference
CHEMBL231_Ki,minimol,cliff,0.820681,0.07535946625872558,5,reference
CHEMBL233_Ki,CheMeleon,overall,0.7634898,0.006841493357447633,5,reference
CHEMBL233_Ki,CheMeleon,noncliff,0.7074974,0.009167395412002245,5,reference
CHEMBL233_Ki,CheMeleon,cliff,0.8371362,0.009696297466559102,5,reference
CHEMBL233_Ki,Chemprop,overall,0.9140546,0.025465287986590694,5,reference
CHEMBL233_Ki,Chemprop,noncliff,0.8716876,0.03313303782390019,5,reference
CHEMBL233_Ki,Chemprop,cliff,0.9713738,0.017509279818427724,5,reference
CHEMBL233_Ki,Chemprop_Mordred,overall,0.8764156,0.010738498528192874,5,reference
CHEMBL233_Ki,Chemprop_Mordred,noncliff,0.839627,0.013298759671488155,5,reference
